Tool,Mode,File,Peak memory used,Runtime,Status,Input reads (mapped),Iteration
pileuphi 12 threads,histo,SRR36374445_hg38.bam,1.575691223,578.0557852,Completed,746655952,1
pileuphi 1 threads,plp,SRR36374445_hg38.bam,0.996658325,4228.533528,Completed,746655952,2
pileuphi 4 threads,plp,SRR36374445_hg38.bam,1.216789246,1226.365583,Completed,746655952,2
pileuphi 8 threads,plp,SRR36374445_hg38.bam,1.352851868,749.0651491,Completed,746655952,2
pileuphi 12 threads,plp,SRR36374445_hg38.bam,1.589813232,664.914871,Completed,746655952,2
pileuphi 1 threads,histo,SRR36374445_hg38.bam,1.049198151,3909.674064,Completed,746655952,2
pileuphi 4 threads,histo,SRR36374445_hg38.bam,1.223442078,1062.300134,Completed,746655952,2
pileuphi 8 threads,histo,SRR36374445_hg38.bam,1.424324036,621.6016698,Completed,746655952,2
pileuphi 12 threads,histo,SRR36374445_hg38.bam,1.618309021,574.271333,Completed,746655952,2
pileuphi 1 threads,plp,ERR2756169_merged.bam,0.069896698,778.6493261,Completed,204289198,0
para_mpileup 1 threads,plp,ERR2756169_merged.bam,0.061435699,1332.531324,Completed,204289198,0
pileuphi 4 threads,plp,ERR2756169_merged.bam,0.136886597,594.018811,Completed,204289198,0
para_mpileup 4 threads,plp,ERR2756169_merged.bam,0.131599426,906.8492119,Completed,204289198,0
pileuphi 8 threads,plp,ERR2756169_merged.bam,0.190475464,615.7207351,Completed,204289198,0
para_mpileup 8 threads,plp,ERR2756169_merged.bam,0.160320282,858.6144621,Completed,204289198,0
pileuphi 12 threads,plp,ERR2756169_merged.bam,0.281398773,612.25161,Completed,204289198,0
para_mpileup 12 threads,plp,ERR2756169_merged.bam,0.157989502,853.2990389,Completed,204289198,0
pileuphi 1 threads,histo,ERR2756169_merged.bam,0.069206238,686.4906962,Completed,204289198,0
pileuphi 4 threads,histo,ERR2756169_merged.bam,0.141010284,540.01999,Completed,204289198,0
pileuphi 8 threads,histo,ERR2756169_merged.bam,0.187927246,569.6119702,Completed,204289198,0
pileuphi 12 threads,histo,ERR2756169_merged.bam,0.289520264,567.0632169,Completed,204289198,0
pileuphi 1 threads,plp,ERR2756169_merged.bam,0.070487976,783.8610561,Completed,204289198,1
para_mpileup 1 threads,plp,ERR2756169_merged.bam,0.061729431,1325.281938,Completed,204289198,1
pileuphi 4 threads,plp,ERR2756169_merged.bam,0.142986298,594.61046,Completed,204289198,1
para_mpileup 4 threads,plp,ERR2756169_merged.bam,0.131286621,900.7675562,Completed,204289198,1
pileuphi 8 threads,plp,ERR2756169_merged.bam,0.192249298,612.6342373,Completed,204289198,1
para_mpileup 8 threads,plp,ERR2756169_merged.bam,0.156230927,863.7676289,Completed,204289198,1
pileuphi 12 threads,plp,ERR2756169_merged.bam,0.280105591,608.703243,Completed,204289198,1
para_mpileup 12 threads,plp,ERR2756169_merged.bam,0.158992767,856.4855661,Completed,204289198,1
pileuphi 1 threads,histo,ERR2756169_merged.bam,0.070640564,693.4681261,Completed,204289198,1
pileuphi 4 threads,histo,ERR2756169_merged.bam,0.136894226,543.217766,Completed,204289198,1
pileuphi 8 threads,histo,ERR2756169_merged.bam,0.189903259,554.5998333,Completed,204289198,1
pileuphi 12 threads,histo,ERR2756169_merged.bam,0.284145355,567.3763819,Completed,204289198,1
pileuphi 1 threads,plp,ERR2756169_merged.bam,0.069694519,785.63099,Completed,204289198,2
para_mpileup 1 threads,plp,ERR2756169_merged.bam,0.061954498,1327.97809,Completed,204289198,2
pileuphi 4 threads,plp,ERR2756169_merged.bam,0.135688782,602.386301,Completed,204289198,2
para_mpileup 4 threads,plp,ERR2756169_merged.bam,0.129203796,898.1380048,Completed,204289198,2
pileuphi 8 threads,plp,ERR2756169_merged.bam,0.192054749,615.4205949,Completed,204289198,2
para_mpileup 8 threads,plp,ERR2756169_merged.bam,0.159008026,861.2368271,Completed,204289198,2
pileuphi 12 threads,plp,ERR2756169_merged.bam,0.288284302,608.409286,Completed,204289198,2
para_mpileup 12 threads,plp,ERR2756169_merged.bam,0.156452179,859.1950121,Completed,204289198,2
pileuphi 1 threads,histo,ERR2756169_merged.bam,0.070449829,699.125118,Completed,204289198,2
pileuphi 4 threads,histo,ERR2756169_merged.bam,0.138694763,537.2778931,Completed,204289198,2
pileuphi 8 threads,histo,ERR2756169_merged.bam,0.1927948,552.9372811,Completed,204289198,2
pileuphi 12 threads,histo,ERR2756169_merged.bam,0.282936096,566.598165,Completed,204289198,2
